Title,Company,Company_ratings,Skills,Experience,City,Salary,Post_date
Senior Consultant - Tech Consulting - NAT - CNS - TC - AI and Data,Capgemini,3.7,advanced analyticspythondata analysisdata manipulationpresentation skillspower bifacilitationbusiness intelligence,2-7 Yrs,Hyderabad,,1 day ago
Data Engineering Manager,Teleperformance (TP),3.8,hivescalaamazon redshiftdata warehousingdata architecturebusiness intelligencesqldata modeling,2-5 Yrs,Hyderabad,,1 day ago
Senior Data Scientist,HDB Financial Services,3.9,snowflakepythonmodelingnatural language processingpredictive analyticspower bimachine learningdashboards,4-6 Yrs,"Hybrid - Hyderabad, Chennai, Bengaluru",,1 day ago
Senior Consultant - Tech Consulting - NAT - CNS - TC - AI and Data,Wells Fargo,3.7,pythonscalaglueamazon redshiftdata processingpresentation skillsfacilitationdata pipeline,5-10 Yrs,Hyderabad,,1 day ago
Lead Data Scientist,Wells Fargo,3.7,snowflakepythonmodelingnatural language processingpredictive analyticspower bimachine learningdashboards,15-21 Yrs,Hyderabad,,1 day ago
GCP Data Engineer,Wells Fargo,3.7,Version controlSimulationGCPData modelingMachine learningData qualityDistribution systemMonitoring,8-13 Yrs,Remote,,1 day ago
Hiring Freshers For News Analyst Role,Virtusa,3.7,Mass CommunicationJournalismCopy WritingContent WritingNews content writingNews EditingNews WritingGhostwriting,12-17 Yrs,"Hybrid - Hyderabad, Pune, Bengaluru",,1 day ago
Payment Accuracy Specialist,Wells Fargo,3.7,US HealthcareRevenue Cycle ManagementClaims ManagementInsurance ClaimsClaim PaymentClaimsMedicareHealthcare Bpo,6-11 Yrs,"Hybrid - Hyderabad, Chennai, Bengaluru",,1 day ago
Automation and AI - Expert,Wipro,3.6,Process automationData analysisAutomationdata integrityBusiness strategyIndividual ContributorAnalyticsFinancial services,6-11 Yrs,Hyderabad,,1 day ago
Enterprise Recruitment Manager,Accenture,3.7,Relationship managementTrainingSelection processData analysisInterpersonal skillsIssue resolutionAccount managementOperations,2-6 Yrs,"Hybrid - Hyderabad, Pune, Delhi / NCR",,1 day ago
Automation and AI - Manager,Wipro,3.6,Process automationData analysisAutomationdata integrityBusiness strategyContinuous improvementAnalyticsFinancial services,5-10 Yrs,"Hyderabad, Chennai, Bengaluru",,1 day ago
E-File Analyst - US Tax Forms,Wipro,3.6,Career developmentData analysisProcess optimizationXMLAnalyticalConsultingSchemaFlex,8-13 Yrs,"Hyderabad, Mohali, Pune",,1 day ago
Revenue Operations Lead,Wipro,3.6,Revenue AnalysisRevenue ForecastingFPAFinancial Planning And AnalysisRevenue RecognitionRevenue ManagementManagementAnalysis,8-15 Yrs,Hyderabad,,1 day ago
Senior Business Analyst,Wipro,3.6,pythonmixpanelsql queriesrdbmsmodelingdata analysissasdata manipulation,6-11 Yrs,"Hybrid - Hyderabad, Chennai, Bengaluru",,1 day ago
Business Process Improvement Consultant (PEX Consultant),Wipro,3.6,Process ImprovementLean Six SigmaMinitabGreen BeltProcess ExcellenceBusiness Process ManagementFmeaDmaic,8-13 Yrs,Hyderabad,,1 day ago
Marketing Analytics Senior Specialist,Wipro,3.6,Api IntegrationData VisualizationLooker StudioData ReportingData AnalysisData ExtractionSQLMarketing,4-9 Yrs,"Hyderabad, Pune, Bengaluru",,1 day ago
Technical Delivery Manager,Wipro,3.6,JavaTrelloAgileTechnical DeliveryDelivery ManagementJIRATechnicalManagement,1-3 Yrs,Hybrid - Hyderabad,,1 day ago
Pharma Analytics - R&D/Clinical Development,Wipro,3.6,Research And DevelopmentPharma AnalyticsData ScienceClinical DevelopmentMachine LearningAnalyticsRDevelopment,4-9 Yrs,"Hyderabad, Bengaluru",,1 day ago
Career Event Applications invited For Maintenance Engineer,Wipro,3.6,mmmicrosoft office applicationsshutdown planningproject managementsappreventive maintenancemaximosharepoint,2-5 Yrs,Hyderabad,,1 day ago
Data Engineer,Wipro,3.6,Gcp BigqueryETLPythonSQLAzureNoSQLSnowflakeKafka,5-8 Yrs,"Hyderabad, Bengaluru",,1 day ago
JD_IBM Cloud Pak,IBM,3.9,Ibm CloudIBM Cloud PakCP4DCloud,15-20 Yrs,Hybrid - Hyderabad,,1 day ago
Data Modeling Specialist,Sanofi,4,Data ModelingERwinSldcModelingData,2-7 Yrs,Hyderabad,,1 day ago
AI Architect,Accenture,3.7,ArchitectAI/MLPythonGCPArtificial IntelligenceMachine LearningAWSazure,7-12 Yrs,Remote,,1 day ago
Agentic AI/GCP,Accenture,3.7,Agentic AiA2AGCPGoogle adkGoogle Cloud PlatformsGcp CloudPythonCloud,7-12 Yrs,Hyderabad,,1 day ago
Sr Software Engineer AI Systems,Accenture,3.7,nextjspythongithubsoftware developmentinformation technologysystem softwaremicrosoft azurejavascript,7-12 Yrs,Hyderabad,,1 day ago
Azure Developer,Accenture,3.7,Azure CliAzure data analysisAzure Ad ConnectCLIAnalysisMicrosoft AzureAdvertisingAzure Active Directory,7-12 Yrs,Hyderabad,,1 day ago
Digital Marketing Manager,Accenture,3.7,Meta Ads ManagerLinkedIn Campaign ManagerSprinklrDigital MarketingGoogle/YouTube/Performance Max AdsSprout SocialDigital CampaignsSocial Media Marketing,3-8 Yrs,Hyderabad,,1 day ago
Walk In Interview- Junior Research Analyst - M.Sc Chemistry (Freshers),Accenture,3.7,Msc ChemistryAnalysisChemistryInterviewingResearch,12-17 Yrs,Hyderabad,,1 day ago
Senior Manager / Manager/ GM- Hotel Sales Manager,Accenture,3.7,HospitalityMICEHotel Salessales presentationsResortHospitality SalesHotel ManagementProblem Solving,5-10 Yrs,Hyderabad,,1 day ago
Digital Marketing Analyst with Campaign Coordination,Accenture,3.7,Google AdsMeta Ads ManagerLinkedIn Campaign ManagerSprinklrDigital Campaign AnalystDigital marketingMarketingCoordination,3-8 Yrs,Hyderabad,,1 day ago
SAS Administrator,Accenture,3.7,SAS AdminSAS Viya sas administrationSAS ConnectSAS ViyaSASAdministration,7-12 Yrs,Hyderabad,,1 day ago
Business Process Improvement Consultant,Accenture,3.7,Green BeltProcess ExcellenceBusiness Process ImprovementLean Six SigmaBlack BeltSix Sigma CertifiedContinuous ImprovementCertified Black Belt,7-12 Yrs,Hyderabad,,2 days ago
AI / ML Engineer,Accenture,3.7,ml engineerimage processingdata preprocessingapi developmentneural networksaimicrosoft azuremachine learning,3-8 Yrs,Hyderabad,,1 day ago
Integration expert/Data Archiving,Accenture,3.7,Data SourcingData Ingestionproject deliverydata collaborationsql executiondata product deliveryCollaborationIntegration,10-12 Yrs,Hyderabad,,2 days ago
BI Engineer,Accenture,3.7,etlclouddata storagedata analysisdata processingpysparkdata privacycloud platforms,7-12 Yrs,Hyderabad,,2 days ago
Custom Software Engineer,Visco Information Technology Services Private Limited,2.5,software engineeralgorithmsapplication developersapdata analysisnatural language processingneural networksai,0-1 Yrs,Hyderabad,,2 days ago
Custom Software Engineer,Accenture,3.7,software engineeralgorithmsapplication developersapdata analysisnatural language processingneural networksai,2-5 Yrs,Hyderabad,,2 days ago
Data Engineer,Accenture,3.7,data engineerpythondata servicesdata pipelinesairflowdata warehousingdata architecturedata quality,0-3 Yrs,Hyderabad,,2 days ago
Custom Software Engineer,Accenture,3.7,software engineerapplication developersapdata analysisnatural language processingneural networksaisap successfactors,5-8 Yrs,Hyderabad,,2 days ago
AI / ML Engineer,Accenture,3.7,ml engineerimage processingnatural language processinggenerative aiai solutionsneural networksaiartificial intelligence,1-3 Yrs,Hyderabad,,2 days ago
Large Language Model Architect,Capgemini,3.7,llmtensorflownatural language processingmachine learning frameworksdesignpytorchmachine learninglanguage models,5-10 Yrs,Hyderabad,,2 days ago
AI / ML Engineer,Accenture,3.7,ml engineerimage processinggenerative aineural networksaimachine learningartificial intelligencecloud ai,5-9 Yrs,Hyderabad,,2 days ago
AI / ML Engineer,Ascensus Global Services,4.1,ml engineerimage processingdata preprocessinggenerative aineural networksaimachine learningartificial intelligence,9-14 Yrs,Hyderabad,,1 day ago
Azure Fabric Data Engineer,Tata Capital,4,Azure Data FactoryMicrosoft FabricAzure DatabricksMicrosoft AzureFactoryMicrosoftFabricData,8-13 Yrs,Hyderabad,,Today
Palantir Architect,Tata Capital,4,PysparkSparqlOntologyPalantirFoundryTypescriptPythonArchitecture,2-5 Yrs,Hyderabad,,1 day ago
Azure Data Engineer,Tata Capital,4,Azure DatabricksAzure Data LakePythonAzure Data FactoryDatafactoryMicrosoft AzureData BricksData Lake,2-5 Yrs,Hyderabad,,2 days ago
Campaign Management New Associate,Lonza,3.5,campaign managementdigital marketingdata analysiscustomer engagementmediaanalytical skillsgoogle adscontent management,8-13 Yrs,Hyderabad,,2 days ago
Sr Associate Data Analytics,S&P Global Market Intelligence,4,pythondata analyticspresentation skillsmarket researchsqladvanced analyticsdata analysispredictive analytics,5-9 Yrs,Hyderabad,,2 days ago
Associate Data Engineer-Research Data and Analytics,Medtronic,3.9,data engineerpythonconfluencedata analyticsoraclesprintdatabricksdata warehousing,4-6 Yrs,Hyderabad,,2 days ago
Instructor Senior Analyst,Accenture,3.7,coachingproject managementdata analysismultimedia toolsgoogle sheetsinstructional designcontent managementcloud,4-6 Yrs,Hyderabad,,2 days ago
Sr. Associate IS Analyst - Veeva Vault Release Engineer,S&P Global Market Intelligence,4,presentation skillssolution designsoftware development methodologiesagilesdlcpythondata analysisfea,3-8 Yrs,Hyderabad,,2 days ago
Workday Data Operations Manager,Freshworks,3.4,workdaypresentation skillshrsdquantitativetroubleshootingworkday integrationdata operationsworkday functional,4-8 Yrs,Hyderabad,,2 days ago
Principal IS Bus Analyst - Data & Analytics,Apollo Hospitals,4.1,sappresentation skillsuser storiespiagilerestconfluencesupply chain,3-8 Yrs,Hyderabad,,2 days ago
Executive Manager- Data Analyst (Mosaic AI),,,data analystbalance sheetdata analysisbusiness datateradatateam handlingaidatabricks,3-8 Yrs,Hyderabad,,2 days ago
Senior Manager Biostatistics,,,FinanceBiotechnologyAiProcess ImprovementTeam LeadershipData CollectionResearchPharmaceutical,12-15 Yrs,Hyderabad,,2 days ago
Application Developer,,,sapsap fiaccountingfacilitationfinancial accountingc#pythondata analysis,1-4 Yrs,Hyderabad,,2 days ago
AI / ML Engineer,,,ml engineerimage processingenterprise automationscalable systemsneural networksaimachine learningcloud ai,3-5 Yrs,Hyderabad,,2 days ago
Specialist IS Architect - Platform,,,architectingproject managementpresentation skillsstakeholder managementdata integrationpythondata analyticsdata analysis,6-9 Yrs,Hyderabad,,2 days ago
Sr. Associate IS Engineer – Veeva Vault eTMF,,,architecturepythondata analysissoftware developmentprototypingdatabrickspower bijavascript,2-5 Yrs,Hyderabad,,2 days ago
Senior High Performance Computing Engineer,,,high performance computingkubernetespythonaimachine learningdockertensorflowlambda,2-5 Yrs,Hyderabad,,2 days ago
Specialist Software Engineer - R&D Omics,,,software engineerpythonapi developmentbiotechnologyrestfuloracledata analysissoftware development,2-5 Yrs,Hyderabad,,2 days ago
Application Developer,,,microsoft power bidata warehousingbusiness intelligenceapplication developmentdata modelingc#pythondata analysis,2-5 Yrs,Hyderabad,,2 days ago
V&A Transformation - Sr Associate Data Scientist,,,data scientistkubernetespythonforecastingdata miningpredictive analyticsairflowai,2-5 Yrs,Hyderabad,,2 days ago
AI / ML Engineer,,,machine learningtableaumachine learning algorithmsstatisticsdata mungingimage processingalgorithmschatbot,2-5 Yrs,Hyderabad,,2 days ago
AI / ML Engineer,,,ml engineerimage processingdata preprocessingnatural language processingneural networksaicloud platformsuser experience,2-5 Yrs,Hyderabad,,2 days ago
Custom Software Engineer,,,software engineeralgorithmsoracledata analysisnatural language processingneural networksfinancial systemsai,2-5 Yrs,Hyderabad,,2 days ago
Assistant Manager (Marketing) & E1 - Officer (Marketing),,,Marketing ManagementBusiness ManagementArea Sales ManagementChannel Sales StrategiesSales ManagementBusiness Development ManagementTerritory ManagementMarketing,2-5 Yrs,Hyderabad,,2 days ago
Sr Associate - Advanced Analytics,,,Analyticsmarketingpythongitdata sciencepharma analyticspredictive modelingdatabricks,2-5 Yrs,Hyderabad,,2 days ago
Lead Analyst - Power BI,,,Data modelingProject managementDebuggingpower bidata visualizationLead AnalystAnalyticsSQL,2-5 Yrs,Hyderabad,,2 days ago
Application Developer,,,sapsap fiaccountingfacilitationfinancial accountingc#pythondata analysis,3-8 Yrs,Hyderabad,,2 days ago
AI / ML Engineer,,,ml engineerimage processingdata preprocessingnatural language processinggenerative aineural networksaiartificial intelligence,6-12 Yrs,Hyderabad,,2 days ago
AI / ML Engineer,,,ml engineerimage processingdata preprocessingnatural language processinggenerative aineural networksaiartificial intelligence,15-20 Yrs,Hyderabad,,2 days ago
AI / ML Engineer,,,ml engineerimage processingdata preprocessingnatural language processinggenerative aineural networksaiATCI-5318935-S1941166,5-8 Yrs,Hyderabad,,2 days ago
AI / ML Engineer,,,ml engineerimage processingATCI-5318931-S1941171data preprocessingnatural language processinggenerative aineural networksai,4-8 Yrs,"Hyderabad, Bengaluru",,2 days ago
AI / ML Engineer,,,ml engineerimage processingATCI-5318669-S1941211enterprise automationscalable systemsneural networksaimachine learning,4-6 Yrs,"Hyderabad, Chennai, Bengaluru",,2 days ago
AI / ML Engineer,,,ml engineerimage processingenterprise automationscalable systemsneural networksaimachine learningcloud ai,2-5 Yrs,Hyderabad,,2 days ago
Application Developer,,,sapsap fiaccountingfacilitationfinancial accountingc#pythondata analysis,1-2 Yrs,Hyderabad,,2 days ago
Application Developer,,,sapsap fiaccountingfacilitationfinancial accountingc#ATCI-R1-S1891776python,5-7 Yrs,"Hyderabad, Mumbai, New Delhi, Pune, Chennai, Ahmedabad, Bengaluru",,2 days ago
Application Developer,,,sapsap fiaccountingfacilitationfinancial accountingc#pythondata analysis,5-10 Yrs,Hyderabad,,2 days ago
Application Developer,,,sapsap fiaccountingfacilitationfinancial accountingc#pythondata analysis,3-8 Yrs,Hyderabad,,2 days ago
Application Developer,,,application developerclouddata analysisbusiness processmicrosoft azuredata analysis and visualizationvisualization toolsmachine learning,2-7 Yrs,Hyderabad,,2 days ago
Senior Data Scientist - Gen AI,,,Supply chainCloud computingComputer visionGCPAnalyticalMachine learningForecastingMonitoring,5-10 Yrs,"Hyderabad, Bengaluru",,2 days ago
AI / ML Engineer,,,algorithmspythonneural networksmachine learningdeep learningATCI-4822036-S1848441natural language processingnltk,10-15 Yrs,Hyderabad,,2 days ago
Application Lead,,,data analysisazure machine learningmicrosoft azuredevelopment methodologiesapplication developmentc#pythontechnical leadership,10-15 Yrs,Hyderabad,,2 days ago
Data Engineer,,,C++Data modelingEnterprise applicationsHealthcareSCMTroubleshootingAnalyticsSQL,10-15 Yrs,Hyderabad,,2 days ago
Senior Software Engineer-AI/ML Developer,,,software engineerkubernetesscalasqldockerdeep learningtensorflowjava,7-10 Yrs,Hyderabad,,2 days ago
"Senior Specialist, FP&A Data Analyst",,,ERPSAPFinancial reportingFinancial planningBudgetingOracleForecastingVariance analysis,5-10 Yrs,Hyderabad,,2 days ago
Analyst- Data Science,,,Data analysisClaimsProject managementPharmaAnalyticalResource allocationHealthcareProject delivery,2-4 Yrs,Hyderabad,,2 days ago
Senior Data Analyst,,,healthcare operationsSenior Data AnalystcredentialingWorkflowLicensingForecastingOperationsAnalytics,5-10 Yrs,Hyderabad,,2 days ago
"Analyst, Data Governance, MarTech Product Management",,,Product managementData analysisAutomationGoogle AnalyticsJavascriptData collectionHTMLMacros,5-10 Yrs,Hyderabad,,2 days ago
"BIE, Delivery Choices, Delivery Choices Professional",,,query optimizationSASData modelingAnalyticalOracleData miningMATLABSQL,7-12 Yrs,Hyderabad,,2 days ago
Executive Markets National CBS C&I MAT Solution Activation,,,CVSData analysisAssuranceConsultingBillingReconciliationAgileOperations,7-10 Yrs,Hyderabad,,2 days ago
Senior Analyst Product Analytics,,,Career developmentData analysisProduct engineeringGoogle AnalyticsAnalyticalConsultingFlexRegression analysis,3-8 Yrs,"Hyderabad, Chennai, Bengaluru",,2 days ago
Business Analyst,,,AutomationChange managementSAPData managementBusiness analysisProject managementAgileData quality,5-8 Yrs,Hyderabad,,2 days ago
AM MAS Analytics Strats - Quantitative Engineering - Vice President,,,Data analysisC++AutomationWealth managementCodingAsset managementInvestment bankingForecasting,10-15 Yrs,"Hyderabad, Noida",,2 days ago
"Sr. Business Intelligence Engineer, Amazon Business - Services",,,ProcurementAutomationData analysisMachine learningData structuresBusiness intelligenceData miningAnalytics,4-7 Yrs,Hyderabad,,2 days ago
"Manager, Consulting (Professional Services)",,,Data analysisSalesPerformance managementProject managementSAASConsultingPresalesSOW,2-4 Yrs,Remote,,2 days ago
Sr. Software Engineering Professional,,,BackendGCPSystem designPHPHTMLForecastingDistribution systemSQL,2-5 Yrs,Hyderabad,,2 days ago
Matillion Sr Technical Lead-Data Engg,,,Data analysisData validationArchitectureArchitectural designCloudTechnical LeadTroubleshootingTechnical Professional,5-10 Yrs,Hyderabad,,2 days ago
"Quality Assurance Engineer II, ISFX QA",,,automation frameworkProduct qualityData analysisManual testingCodingDebuggingui automationSelenium,2-4 Yrs,"Hyderabad, Bengaluru",,2 days ago
Senior QA Engineer - Performance & Reliability,,,QAUnixTPMC++Data analysisLinuxthermalPerformance testing,9-14 Yrs,Hyderabad,,2 days ago
Digital & AI ML Senior Engineer,,,Computer scienceAdministrationWealth managementCodingAsset managementRisk managementProject deliveryForecasting,2-4 Yrs,Hyderabad,,2 days ago
Senior Consultant,,,Data analysisBusiness AnalystAgile scrumStrategic planningpower bidata visualizationJIRAStakeholder management,2-7 Yrs,"Hybrid - Hyderabad, Chennai, Bengaluru",,2 days ago
Python Developer,,,BeamData analysisPDFDECRDBMSAgile developmentFocusMachine learning,5-8 Yrs,Hyderabad,,2 days ago
"Support Engineer, SAP",,,VMwarePerformance tuningBusiness objectsData analysisSAPData modelingPeopleSoftHTTP,8-13 Yrs,Hybrid - Hyderabad,,2 days ago
"Adobe Tagging, Testing & Personalization and Survey Solution Architect",,,Computer scienceData analysisjQueryWeb analyticsDebuggingJavascriptHealthcareHTML,4-6 Yrs,Hyderabad,,2 days ago
Assistant Manager International Shipments & Documentation,,,international courierInternational LogisticsShipmentAWBExport Import DocumentationInternational ShippingHSNExcel,10-20 Yrs,Hybrid - Hyderabad,,2 days ago
Workforce Mangement & Business Insights Analyst,,,VerintIEXWFMNiceUs ClientsBusiness analysisWorkforceManagement,5-10 Yrs,"Hybrid - Hyderabad, Chennai, Bengaluru",,2 days ago
Accordion India (Formerly Merilytics) - Associate - Data & Analytics,,,PowerBIAnalytical SkillsTableauSQLDataPower BiAnalytical SkillData analytics,2-6 Yrs,"Hybrid - Hyderabad, Chennai, Bengaluru",,2 days ago
Senior Quality Control Engineer,,,AutoCADBoqDocument ManagementQuality engineeringDocumentsManagementQualitySenior,10-20 Yrs,"Hybrid - Hyderabad, Bengaluru",,2 days ago
Data Science Trainer,,,Data ScienceData AnalyticsArtificial IntelligenceAdvanced AnalyticsNatural Language ProcessingData AnalysisMachine LearningDeep Learning,8-13 Yrs,Hyderabad,,2 days ago
Senior Manager- Payor Services,,,ManagerClaims AdjudicationRevenue Cycle ManagementUS HealthcareManagementClaimsSeniorRevenue,5-7 Yrs,Hyderabad,,2 days ago
Digital & AI/ML Engineer,,,AdministrationWealth managementMachine learningAsset managementRisk managementContinuous improvementAnalyticsSQL,8-13 Yrs,Hybrid - Hyderabad(Gachibowli),,2 days ago
Application Support Engineer,,,PostgreSQLOracleProduction SupportMonitoring ToolsSQLETLApplicationMonitoring,6-11 Yrs,Hybrid - Hyderabad,,2 days ago
Data Quality Engineer,,,Data QualityAzure DatabricksPythonSQLMicrosoft AzureQualityData,6-8 Yrs,"Hyderabad, Chennai, Bengaluru",,2 days ago
Senior Manager and Manager-Cash & Deal Ops,,,Power Bi ReportsAdv.ExcelPower BITableauQlikViewReportingBirtManagement,0-2 Yrs,Hyderabad,,2 days ago
Recruiter Specialist,,,Technical RecruitmentTalent AcquisitionTechnical HiringEnd To End RecruitmentTechnicalEndRecruitmentAcquisition,2-7 Yrs,Hyderabad,,2 days ago
Data Analytics Engineer,,,Azure SynapseAzure DatabricksData AnalyticsTableauAnalyticsMicrosoft AzureData,2-4 Yrs,Hyderabad,,Today
ETL Tester_SD,,,ETL TestingData Warehouse TestingDWH TestingETLWarehouseDataData warehousingSoftware testing,2-5 Yrs,Hybrid - Hyderabad,,2 days ago
Senior Software Engineer-AI/ML Developer,,,PysparkAimlSparkDeep LearningPythonSoftware developmentDevelopmentSenior,7-12 Yrs,Hyderabad,,2 days ago
Technical Lead / Sr Technical Lead - Data Science & Agentic AI,,,Machine LearningAgentic AIGen AIRAGPythonAzureLangchainArtificial Intelligence,5-10 Yrs,"Hyderabad, Gurugram",,2 days ago
AI / ML Lead,,,Artificial IntelligenceNatural Language ProcessingLLMMachine LearningGCPAzzureAWSPython,4-7 Yrs,Hyderabad,,2 days ago
Senior Data Engineer,,,Ci/CdSQLGCPPythonKubernetesGKEPubsubData Engineering,5-8 Yrs,Hyderabad/ Secunderabad,,2 days ago
Senior Cloud Data Engineer,,,Data EngineeringData LakeData ArchitectureAWSPythonData IngestionData TransformationStar Schema,4-9 Yrs,Hyderabad,,2 days ago
Big Data Engineer,,,SCALASparkHadoopBig DataData,5-10 Yrs,"Hybrid - Hyderabad, Pune, Bengaluru",,1 day ago
PLSQL Developer,,,Oracle Database ArchitectureOracle SQLDevops Ci CdPLSQLSQLOracle DatabasePlsql DevelopmentEtl Process,16-26 Yrs,Hyderabad,,1 day ago
RC - Centralised UW - MFI - Rural Credit,,,MicrofinanceUnderwritingMsme LoanUnsecured LoansRCCreditMfi,10-13 Yrs,Hybrid - Hyderabad,,Today
Executive Assistant To Managing Director,,,Communication SkillsSecretarial ActivitiesMeeting PlanningMeeting ManagementTime ManagementTravel ManagementCalendar ManagementEA,8-13 Yrs,"Hybrid - Hyderabad, Chennai, Bengaluru",,1 day ago
MIS Executive,,,mis executiveautomationdata validationdata reportingpower bicommunication skillsDataReporting,4-8 Yrs,"Hybrid - Hyderabad, Pune, Bengaluru",,2 days ago
Gen AI Engineer,,,Agentic AiLangchainLarge Language ModelRetrieval Augmented GenerationPythonCrewaiAutoGenLanggraph,8-12 Yrs,"Hyderabad, Kolkata, Gurugram",,2 days ago
Technical Sales Support Manager,,,QAPSales SupportIECData AnalysisBisCustomer ComplaintsMESData,17-19 Yrs,"Hyderabad, Chennai",,1 day ago
Senior Business Data Analyst,,,Supply ChainSQLData AnalysisdatawarehouseBusiness IntelligencePower BiTableauData Visualization,15-20 Yrs,Hyderabad,,3+ weeks ago
Machine Learning Engineer,,,Machine LearningPythonPytorchTensorflowkube flowAws CloudAzure CloudML flow,5-10 Yrs,Hybrid - Hyderabad(HITEC City),,2 days ago
Senior Engineer/Engineer - QS,,,BbsQSBoqRate AnalysisEngineeringAnalysisSenior,8-12 Yrs,"Hybrid - Hyderabad, Bengaluru",,3+ weeks ago
Python Backend Engineer(Machine Learning Engineer),,,Health insuranceAdministrationBackendMachine learningLeadGermanAWSTeam building,1-4 Yrs,Hyderabad,,1 day ago
Gen AI (5-10 Years),,,Generative AiGen AIArtificial IntelligenceNatural Language ProcessingComputer VisionMachine LearningDeep LearningComputer,1-4 Yrs,Hyderabad,,Today
Head DDIT EXP - Research & Insights- UI/UX,,,Ui/UxVoice of the CustomerUx ResearchResearch AnalysisUsability TestingUX ResearcherUx StrategyDesign Research,1-4 Yrs,Hyderabad,,1 day ago
Gen/Agentic AI Lead,,,Data ScienceAgentic AiGenerative AiMachine LearningPythonArtificial IntelligenceMlScience,1-3 Yrs,Hyderabad,,2 days ago
Mainframe System Programmer (PCM),,,MainframesRACFREXXCicsSmpeMainframe ZosSMFZos,1-3 Yrs,"Hyderabad, Pune",,3+ weeks ago
Machine Learning Engineer,,,Machine LearningPytorchMl PipelinesPipelineMachineMl,5-8 Yrs,Hyderabad,,2 days ago
Microsoft Dynamics CRM Technical,,,D365 CRMMS Dynamics CRMMicrosoft Dynamics CRMCrm DevelopmentMicrosoft Dynamics Crm TechnicalMicrosoft DynamicsTechnicalDynamic,5-8 Yrs,Hyderabad,,1 day ago
Principal Data Architect,,,data architectsnowflakenetwork securitydata catalogairflowmachine learningartificial intelligencenosql,3-8 Yrs,Hyderabad,,Today
Walkin on 23rdJan'26(Friday)_Python Developers_Hyderabad_Coforge,,,Fast APIMicroservicesDjangoPythonFlaskpysparkJupyter NotebookNumpy,5-8 Yrs,Hyderabad(HITEC City),,1 day ago
Power Bi Developer,,,Power BiSQL QueriesFabricDaxDevelopmentQuerySQLBi,5-8 Yrs,Hyderabad,,1 day ago
Gcp Data Engineer,,,AirflowGCPBigqueryData FlowDataprocComposingSQLData,5-8 Yrs,Hyderabad,,1 day ago
Lead Data Engineer,,,JavaAzureSQLAWSPythonStar SchemaC++Data Vault,5-8 Yrs,Hyderabad,,Few hours ago
Production Agent L1,,,compliancetechnical supportcustomer servicedesignlegalslageographic information systemstroubleshooting,3-7 Yrs,"Hyderabad, Visakhapatnam",,Few hours ago
Production Agent L1,,,compliancetechnical supportcustomer servicedesignlegalslatroubleshootingProduction,2-6 Yrs,"Hyderabad, Kolkata, Mumbai, New Delhi, Pune, Chennai, Bengaluru",,Few hours ago
Production Agent L1,,,compliancetechnical supportcustomer servicedesignlegalslageographic information systemstroubleshooting,8-10 Yrs,Hyderabad,,3+ weeks ago
Machine Learning Engineer,,,Machine learningMachine,12-15 Yrs,Hyderabad,,1 day ago
Manager - Engineer Data Scientist,,,ML ModelAlML FundamentalsManagementDataFundamentalsMl,5-10 Yrs,Hybrid - Hyderabad,,Few hours ago
Technical Lead L1,,,call logstechnical supportservicenowcommunicatecompliancecustomer servicelegaltroubleshooting,6-10 Yrs,Hyderabad,,Few hours ago
Technical Lead L1,,,call logstechnical supportcommunicatecompliancecustomer servicelegaltroubleshootingsla,2-6 Yrs,"Hybrid - Hyderabad, Noida, Pune",,2 weeks ago
Machine Learning Engineer IV,,,Computer scienceChange managementData modelingCodingInformation securityMachine learningData processingUnit testing,9-14 Yrs,Hyderabad,,1 day ago
ETL Testing Engineer,,,MsqlETLSQLData ValidationData Transformationdata extractionExtract Transform LoadLoad,1-3 Yrs,Hyderabad,,Few hours ago
Technical Lead L1,,,technical leadtechnical support119794qlik sensecompliancecustomer servicelegalsla,1-3 Yrs,Hyderabad,,Few hours ago
Technical Lead L1,,,technical leadtechnical supportcompliancecustomer servicelegalslatroubleshootingL1,0-2 Yrs,Hyderabad,,Few hours ago
Technical Lead L1,,,technical leadtechnical supportcompliancecustomer servicemicrosoft power automatelegalslatroubleshooting,5-8 Yrs,Hyderabad,,3+ weeks ago
Machine Learning Engineer,,,Product managementUsageHead Business Developmenttableaudata scienceFocusShapingMachine learning,5-8 Yrs,Hyderabad,,3+ weeks ago
Machine Learning Engineer,,,Data modelingCodingMachine learningData structuresOpen sourceAnalyticsMonitoringSQL,5-8 Yrs,Hyderabad,,Few hours ago
Lead Administrator - L2,,,compliancearchitectural designteam managementdisaster recoverydata architectureroot cause analysistalent managementr,5-8 Yrs,Hyderabad,,Today
Data Modeler,,,data architecturemaster data managementsqldata modelingmdmoraclereal estatedata warehousing,5-8 Yrs,Hyderabad,,2 days ago
AI with AWS Bedrock,,,Artificial IntelligenceMachine LearningAWSBedrockPythonMachineIntelligence,5-8 Yrs,Hyderabad,,Today
Tableau Developer,,,data warehousingsqltableaudata modelingdata visualizationdata sourcesoracledata analysis,5-8 Yrs,Hyderabad,,Few hours ago
Agentic AI Developer,,,AzureLangChainGen AiAimlPythonAzure devopsArtificial IntelligenceFast Api,5-8 Yrs,Hyderabad,,Today
Sr. Database Engineer,,,Database EngineerAzure Data FactoryAzureGCPsnapLogicAWS GlueAWSMATILLION,5-8 Yrs,Hyderabad,,Few hours ago
